loan_amnt,term,annual_inc,purpose,home_ownership,outcome
16750,36 months,42000,debt_consolidation,RENT,paid off
30000,60 months,88000,debt_consolidation,MORTGAGE,paid off
1700,36 months,84000,other,MORTGAGE,default
25000,60 months,60000,credit_card,OWN,paid off
18650,36 months,50000,debt_consolidation,MORTGAGE,paid off
30000,36 months,118000,credit_card,MORTGAGE,default
8000,36 months,65000,credit_card,MORTGAGE,paid off
22000,60 months,45000,debt_consolidation,MORTGAGE,default
2800,36 months,9600,other,RENT,paid off
4375,36 months,32000,credit_card,RENT,default
10500,36 months,48000,credit_card,MORTGAGE,default
12000,36 months,44000,debt_consolidation,MORTGAGE,default
35000,60 months,92500,small_business,MORTGAGE,default
25475,60 months,58500,debt_consolidation,MORTGAGE,default
35000,60 months,120000,debt_consolidation,MORTGAGE,default
8400,36 months,30000,debt_consolidation,MORTGAGE,default
3000,36 months,48000,medical,RENT,default
19200,36 months,57000,debt_consolidation,MORTGAGE,default
3000,36 months,40000,other,OWN,paid off
11000,36 months,37000,debt_consolidation,OWN,paid off
7800,36 months,40320,debt_consolidation,RENT,paid off
25900,60 months,64500,debt_consolidation,MORTGAGE,paid off
6000,36 months,43000,debt_consolidation,RENT,paid off
10000,36 months,100000,other,OWN,paid off
9775,36 months,48000,debt_consolidation,RENT,default
12000,36 months,40700,debt_consolidation,RENT,default
19200,60 months,33000,debt_consolidation,MORTGAGE,paid off
11000,60 months,40000,debt_consolidation,MORTGAGE,default
8000,36 months,85000,major_purchase,RENT,paid off
4000,36 months,62105,home_improvement,MORTGAGE,paid off
16000,36 months,60000,home_improvement,MORTGAGE,paid off
10000,36 months,60000,wedding,MORTGAGE,paid off
5600,36 months,35375,debt_consolidation,MORTGAGE,paid off
15000,36 months,50000,debt_consolidation,MORTGAGE,paid off
8000,60 months,52000,house,OWN,paid off
8000,36 months,92000,credit_card,MORTGAGE,default
11625,36 months,65500,debt_consolidation,RENT,paid off
5000,36 months,32000,debt_consolidation,RENT,default
9750,36 months,29000,credit_card,RENT,default
10000,36 months,48000,credit_card,RENT,paid off
20000,36 months,111855,debt_consolidation,RENT,paid off
4500,36 months,39000,other,RENT,default
18250,36 months,125000,small_business,RENT,default
12000,36 months,45000,debt_consolidation,MORTGAGE,paid off
30000,36 months,100000,debt_consolidation,MORTGAGE,paid off
6500,36 months,29500,debt_consolidation,RENT,default
16000,60 months,75000,debt_consolidation,MORTGAGE,paid off
18000,60 months,73000,home_improvement,MORTGAGE,default
9100,36 months,24000,credit_card,RENT,default
10500,36 months,93000,debt_consolidation,MORTGAGE,paid off
3200,36 months,16000,car,RENT,paid off
25000,60 months,75000,major_purchase,RENT,default
17800,60 months,50000,debt_consolidation,MORTGAGE,default
35000,60 months,178000,credit_card,MORTGAGE,paid off
24000,60 months,115000,debt_consolidation,MORTGAGE,default
17350,36 months,144000,debt_consolidation,MORTGAGE,default
1000,36 months,19200,other,OWN,paid off
35000,60 months,140000,debt_consolidation,RENT,default
35000,60 months,160000,debt_consolidation,MORTGAGE,default
13000,36 months,39000,debt_consolidation,RENT,default
19200,36 months,94800,debt_consolidation,MORTGAGE,default
13000,36 months,45750,debt_consolidation,MORTGAGE,paid off
12250,60 months,35000,home_improvement,MORTGAGE,default
5000,36 months,16120,other,RENT,paid off
4125,36 months,396000,small_business,OWN,default
8000,36 months,56000,credit_card,MORTGAGE,paid off
14000,36 months,75000,other,MORTGAGE,paid off
10000,60 months,60000,debt_consolidation,MORTGAGE,default
6500,36 months,120000,other,OWN,paid off
33950,60 months,76000,debt_consolidation,MORTGAGE,paid off
10000,36 months,71000,credit_card,OWN,paid off
4000,60 months,40296,other,MORTGAGE,default
12000,36 months,107004,debt_consolidation,MORTGAGE,paid off
19750,60 months,50000,credit_card,RENT,default
8000,36 months,77455,credit_card,RENT,paid off
2500,36 months,10800,debt_consolidation,RENT,default
10800,36 months,72000,debt_consolidation,MORTGAGE,paid off
17700,60 months,57914,debt_consolidation,RENT,default
10000,36 months,39000,credit_card,RENT,default
4925,36 months,38000,debt_consolidation,OWN,default
11000,36 months,50000,credit_card,MORTGAGE,paid off
12800,60 months,61000,debt_consolidation,RENT,paid off
12000,36 months,80000,credit_card,RENT,paid off
10000,36 months,40000,debt_consolidation,RENT,default
9600,36 months,39996,other,MORTGAGE,default
12000,60 months,60000,major_purchase,RENT,default
10000,36 months,44000,debt_consolidation,MORTGAGE,default
8000,36 months,55000,credit_card,MORTGAGE,paid off
10000,36 months,65000,debt_consolidation,MORTGAGE,paid off
25000,36 months,70000,debt_consolidation,RENT,default
16000,36 months,104280,home_improvement,MORTGAGE,paid off
20000,60 months,200000,debt_consolidation,RENT,default
15000,36 months,69000,debt_consolidation,RENT,default
6000,36 months,25000,debt_consolidation,RENT,default
4000,36 months,32000,debt_consolidation,RENT,default
35000,60 months,154000,debt_consolidation,MORTGAGE,paid off
28000,36 months,59000,small_business,RENT,default
17500,60 months,65000,debt_consolidation,MORTGAGE,default
10000,36 months,80000,wedding,RENT,paid off
21000,60 months,80000,debt_consolidation,MORTGAGE,paid off
1500,36 months,20000,other,MORTGAGE,default
13200,60 months,36000,other,RENT,default
8000,36 months,50000,moving,RENT,default
9950,36 months,110000,debt_consolidation,RENT,paid off
3600,36 months,36000,debt_consolidation,RENT,default
22800,60 months,86000,debt_consolidation,MORTGAGE,paid off
7200,36 months,75000,home_improvement,MORTGAGE,paid off
1000,36 months,50300,vacation,MORTGAGE,paid off
35000,60 months,110000,debt_consolidation,MORTGAGE,default
6000,36 months,48000,car,MORTGAGE,default
12000,36 months,48686,debt_consolidation,RENT,paid off
20000,36 months,98652,credit_card,RENT,default
28000,36 months,62400,debt_consolidation,MORTGAGE,default
9000,36 months,32000,debt_consolidation,RENT,default
2900,36 months,37500,debt_consolidation,RENT,paid off
9850,36 months,43850,debt_consolidation,MORTGAGE,paid off
1875,36 months,15204,credit_card,RENT,default
8000,36 months,52500,credit_card,RENT,paid off
10000,60 months,75000,wedding,MORTGAGE,default
28200,36 months,100000,small_business,MORTGAGE,default
13750,36 months,65000,debt_consolidation,MORTGAGE,default
4000,36 months,39500,medical,MORTGAGE,default
5000,36 months,72000,debt_consolidation,MORTGAGE,paid off
8000,36 months,70000,debt_consolidation,RENT,paid off
8000,36 months,22000,debt_consolidation,OWN,paid off
14875,36 months,60000,credit_card,MORTGAGE,default
5500,36 months,19200,credit_card,RENT,default
18000,36 months,70000,credit_card,RENT,default
8400,36 months,56000,debt_consolidation,MORTGAGE,default
2500,36 months,35000,credit_card,MORTGAGE,paid off
21600,36 months,90000,credit_card,RENT,paid off
10000,36 months,80000,medical,RENT,default
35000,60 months,78500,debt_consolidation,MORTGAGE,default
7000,36 months,75000,debt_consolidation,MORTGAGE,paid off
3500,36 months,74900,other,MORTGAGE,paid off
22325,36 months,51000,debt_consolidation,MORTGAGE,paid off
10000,36 months,75000,debt_consolidation,RENT,paid off
26000,36 months,120000,debt_consolidation,MORTGAGE,default
6400,36 months,110000,car,RENT,paid off
5200,36 months,62000,other,RENT,paid off
15000,36 months,57678,debt_consolidation,MORTGAGE,paid off
8500,36 months,25000,debt_consolidation,RENT,default
15000,60 months,59500,debt_consolidation,RENT,paid off
8700,36 months,40000,debt_consolidation,RENT,paid off
2000,36 months,18000,moving,OWN,default
10000,36 months,43200,debt_consolidation,MORTGAGE,paid off
18450,60 months,42000,credit_card,RENT,default
5000,60 months,25000,debt_consolidation,MORTGAGE,default
28000,60 months,92000,credit_card,RENT,default
12000,36 months,55000,debt_consolidation,RENT,default
16750,60 months,55000,debt_consolidation,MORTGAGE,default
24000,36 months,105000,home_improvement,MORTGAGE,paid off
25000,36 months,95000,credit_card,MORTGAGE,paid off
5500,36 months,20000,debt_consolidation,RENT,default
14000,60 months,55600,debt_consolidation,RENT,paid off
32000,60 months,98000,debt_consolidation,RENT,paid off
18000,36 months,112000,debt_consolidation,RENT,paid off
1000,36 months,36000,medical,RENT,default
7000,36 months,75000,debt_consolidation,RENT,default
10000,36 months,88000,debt_consolidation,MORTGAGE,paid off
13500,36 months,85000,credit_card,MORTGAGE,paid off
10625,36 months,41000,credit_card,RENT,default
24000,36 months,160000,debt_consolidation,RENT,default
21000,60 months,120000,credit_card,MORTGAGE,paid off
3000,36 months,70000,credit_card,RENT,paid off
10000,36 months,30000,other,RENT,default
14000,60 months,133000,home_improvement,MORTGAGE,paid off
20000,36 months,110000,credit_card,RENT,paid off
8450,36 months,17000,debt_consolidation,RENT,default
9000,60 months,35496,medical,MORTGAGE,default
12000,36 months,55000,credit_card,RENT,paid off
16000,60 months,125016,other,MORTGAGE,paid off
14825,36 months,134000,credit_card,MORTGAGE,paid off
27175,36 months,70128,debt_consolidation,MORTGAGE,default
25000,36 months,73517,home_improvement,MORTGAGE,default
15000,36 months,50000,credit_card,RENT,default
8000,36 months,62000,credit_card,MORTGAGE,default
20000,60 months,52000,credit_card,RENT,default
14400,60 months,51000,debt_consolidation,MORTGAGE,default
14000,60 months,75000,other,MORTGAGE,default
21000,36 months,101000,debt_consolidation,MORTGAGE,paid off
8400,36 months,88000,other,RENT,paid off
20000,36 months,125000,debt_consolidation,MORTGAGE,default
25000,60 months,60000,debt_consolidation,MORTGAGE,default
12000,60 months,150000,debt_consolidation,MORTGAGE,paid off
24000,36 months,135000,debt_consolidation,MORTGAGE,default
9600,36 months,51996,debt_consolidation,MORTGAGE,paid off
10250,36 months,56000,credit_card,MORTGAGE,paid off
16000,36 months,80000,debt_consolidation,RENT,paid off
24000,36 months,172500,home_improvement,MORTGAGE,paid off
12000,60 months,62000,debt_consolidation,MORTGAGE,paid off
13400,60 months,38000,debt_consolidation,RENT,default
10000,36 months,36000,debt_consolidation,MORTGAGE,paid off
20050,60 months,46000,debt_consolidation,OWN,paid off
18500,60 months,108000,debt_consolidation,MORTGAGE,paid off
16000,60 months,65000,debt_consolidation,MORTGAGE,default
30000,36 months,92000,debt_consolidation,MORTGAGE,default
7400,36 months,66524,debt_consolidation,RENT,default
2000,36 months,65000,debt_consolidation,MORTGAGE,paid off
12800,36 months,40000,vacation,OWN,paid off
10000,36 months,69228,debt_consolidation,RENT,paid off
3000,36 months,50000,moving,RENT,paid off
7925,36 months,24000,other,RENT,default
10350,36 months,40000,credit_card,RENT,default
10000,36 months,100400,small_business,MORTGAGE,paid off
8500,36 months,42000,debt_consolidation,RENT,paid off
9150,36 months,51000,debt_consolidation,MORTGAGE,default
7000,36 months,62500,debt_consolidation,MORTGAGE,default
12000,36 months,40172,debt_consolidation,MORTGAGE,paid off
9350,36 months,38000,home_improvement,MORTGAGE,default
18000,60 months,65000,debt_consolidation,RENT,default
10000,36 months,66043,debt_consolidation,MORTGAGE,paid off
35000,36 months,95000,small_business,MORTGAGE,default
12000,60 months,69000,home_improvement,MORTGAGE,paid off
17000,36 months,62000,debt_consolidation,MORTGAGE,default
7500,36 months,67356,debt_consolidation,MORTGAGE,paid off
7200,36 months,105000,debt_consolidation,MORTGAGE,default
20000,36 months,76148,debt_consolidation,RENT,default
35000,36 months,90000,debt_consolidation,MORTGAGE,default
15000,36 months,56000,debt_consolidation,MORTGAGE,paid off
16000,60 months,68000,debt_consolidation,MORTGAGE,default
8000,36 months,48000,debt_consolidation,RENT,paid off
8000,36 months,72000,credit_card,RENT,paid off
5500,36 months,43500,credit_card,RENT,paid off
11200,36 months,55000,debt_consolidation,MORTGAGE,paid off
13625,36 months,38000,debt_consolidation,MORTGAGE,paid off
3000,36 months,48000,home_improvement,MORTGAGE,paid off
13750,60 months,89000,other,RENT,default
7500,36 months,40000,debt_consolidation,RENT,paid off
25975,60 months,65000,home_improvement,MORTGAGE,default
9750,36 months,25000,credit_card,RENT,paid off
4000,36 months,20000,small_business,RENT,default
6350,36 months,22000,credit_card,OWN,default
12000,36 months,115000,debt_consolidation,RENT,default
18800,60 months,46000,credit_card,RENT,default
20000,60 months,90000,debt_consolidation,MORTGAGE,default
12700,60 months,50000,small_business,MORTGAGE,default
10000,36 months,45000,debt_consolidation,MORTGAGE,paid off
6000,36 months,50000,debt_consolidation,RENT,default
19400,60 months,72077,debt_consolidation,MORTGAGE,default
9950,36 months,180000,small_business,MORTGAGE,default
10000,60 months,48000,home_improvement,MORTGAGE,default
30000,60 months,85000,debt_consolidation,MORTGAGE,default
18000,36 months,360000,debt_consolidation,RENT,paid off
25000,60 months,101500,home_improvement,MORTGAGE,default
6300,36 months,45000,debt_consolidation,RENT,paid off
8125,36 months,60000,other,RENT,default
17050,36 months,39000,debt_consolidation,RENT,default
13000,60 months,52000,debt_consolidation,MORTGAGE,default
10000,36 months,48000,debt_consolidation,RENT,paid off
20050,36 months,48500,moving,MORTGAGE,paid off
11500,36 months,175000,debt_consolidation,MORTGAGE,default
18000,36 months,163000,debt_consolidation,RENT,default
3000,36 months,55968,other,MORTGAGE,default
20000,36 months,54000,credit_card,OWN,paid off
23850,60 months,62000,home_improvement,MORTGAGE,default
20000,36 months,74000,debt_consolidation,RENT,paid off
20600,60 months,210000,credit_card,MORTGAGE,default
10000,36 months,59000,other,MORTGAGE,default
1275,36 months,20400,debt_consolidation,OWN,paid off
29175,60 months,65000,debt_consolidation,MORTGAGE,default
10000,36 months,73000,medical,MORTGAGE,default
8000,36 months,60000,debt_consolidation,RENT,default
16450,36 months,70000,debt_consolidation,RENT,default
6000,60 months,30000,other,RENT,default
3825,36 months,26632,debt_consolidation,RENT,default
10000,36 months,84000,debt_consolidation,MORTGAGE,paid off
8325,36 months,50000,debt_consolidation,RENT,default
8000,36 months,75000,credit_card,RENT,paid off
25000,36 months,108000,debt_consolidation,RENT,default
15000,60 months,55000,credit_card,RENT,paid off
10000,36 months,42000,debt_consolidation,OWN,default
7800,36 months,44000,credit_card,RENT,default
9000,36 months,48000,debt_consolidation,RENT,default
10000,36 months,50000,debt_consolidation,RENT,paid off
5000,36 months,55000,debt_consolidation,RENT,paid off
10000,36 months,132000,debt_consolidation,MORTGAGE,default
3600,36 months,30000,major_purchase,OWN,paid off
1500,36 months,36000,debt_consolidation,RENT,default
9750,36 months,28500,credit_card,MORTGAGE,default
6475,36 months,60000,debt_consolidation,RENT,default
15000,36 months,72000,credit_card,RENT,default
16500,60 months,75000,debt_consolidation,RENT,default
10000,36 months,33000,debt_consolidation,RENT,default
10000,36 months,50000,debt_consolidation,MORTGAGE,default
8000,36 months,75000,credit_card,MORTGAGE,default
2300,60 months,12000,car,RENT,paid off
3000,36 months,55500,home_improvement,MORTGAGE,paid off
2400,36 months,18000,major_purchase,RENT,default
6000,36 months,61000,debt_consolidation,RENT,paid off
16000,60 months,40000,debt_consolidation,RENT,default
8000,36 months,52000,home_improvement,OWN,default
33000,36 months,115000,debt_consolidation,MORTGAGE,default
10000,36 months,19896,debt_consolidation,RENT,default
22800,36 months,91000,small_business,MORTGAGE,default
19925,36 months,385000,home_improvement,MORTGAGE,paid off
5000,60 months,45000,debt_consolidation,RENT,default
9925,36 months,54924,home_improvement,MORTGAGE,paid off
15000,36 months,48000,debt_consolidation,RENT,default
9800,36 months,50000,debt_consolidation,MORTGAGE,paid off
10000,36 months,65000,debt_consolidation,MORTGAGE,paid off
35000,60 months,250000,other,MORTGAGE,paid off
